ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
226365_at	0.00428	0.000126	-4.54	1.069963	-1.91		
232174_at	0.00428	0.000127	-4.54	1.069651	-1.44		
236437_at	0.0043	0.000127	-4.54	1.063234	-1.21		
1555284_at	0.00432	0.000128	-4.54	1.056202	-2.43	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor
223303_at	0.00433	0.000129	-4.53	1.054113	-2.0	FERMT3	fermitin family member 3
225393_at	0.00437	0.00013	-4.53	1.043609	-2.69	GATAD2B	GATA zinc finger domain containing 2B
232464_at	0.00438	0.00013	-4.53	1.040747	-2.18	TRIM78P	tripartite motif containing 78, pseudogene
242446_at	0.00438	0.000131	-4.53	1.039365	-2.33	C6orf163	chromosome 6 open reading frame 163
240830_at	0.00439	0.000131	-4.53	1.036517	-1.43	SCARNA17	small Cajal body-specific RNA 17
214415_at	0.00439	0.000131	-4.53	1.036158	-2.28	PLGLB1///PLGLB2	plasminogen-like B1///plasminogen-like B2
235327_x_at	0.00441	0.000132	-4.53	1.031478	-1.35	UBXN2A	UBX domain protein 2A
1559369_at	0.00441	0.000132	-4.52	1.029545	-1.05	TRAPPC13	trafficking protein particle complex 13
212336_at	0.00441	0.000132	-4.52	1.029422	-1.36	EPB41L1	erythrocyte membrane protein band 4.1 like 1
209534_x_at	0.00442	0.000132	-4.52	1.027441	-1.02	AKAP13	A-kinase anchoring protein 13
212629_s_at	0.00446	0.000134	-4.52	1.017403	-1.38	PKN2	protein kinase N2
224567_x_at	0.00446	0.000134	-4.52	1.015495	-1.5	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
241762_at	0.00448	0.000134	-4.52	1.012039	-3.08	FBXO32	F-box protein 32
243236_at	0.00449	0.000135	-4.52	1.007904	-2.69		
217985_s_at	0.00452	0.000136	-4.51	0.998849	-2.3	BAZ1A	bromodomain adjacent to zinc finger domain 1A
220370_s_at	0.00453	0.000137	-4.51	0.995064	-2.23	USP36	ubiquitin specific peptidase 36
216113_at	0.00453	0.000137	-4.51	0.994353	-2.87	ABI2	abl-interactor 2
222617_s_at	0.00454	0.000137	-4.51	0.990739	-1.23	FAM204A	family with sequence similarity 204 member A
236037_at	0.00454	0.000138	-4.51	0.987362	-1.19	ARFGEF3	ARFGEF family member 3
203896_s_at	0.00455	0.000138	-4.51	0.986308	-2.46	PLCB4	phospholipase C beta 4
227152_at	0.00457	0.000139	-4.51	0.981365	-3.12	KIAA1551	KIAA1551
234103_at	0.0046	0.00014	-4.5	0.97393	-1.56	KCNT2	potassium sodium-activated channel subfamily T member 2
51774_s_at	0.00462	0.000141	-4.5	0.968346	-1.12	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
229187_at	0.00462	0.000141	-4.5	0.966531	-2.04	LOC283788	FSHD region gene 1 pseudogene
214924_s_at	0.00462	0.000141	-4.5	0.963957	-1.19	TRAK1	trafficking kinesin protein 1
230876_at	0.00462	0.000141	-4.5	0.963684	-1.62	ZNF883	zinc finger protein 883
1560758_at	0.00463	0.000142	-4.5	0.960755	-2.52		
217867_x_at	0.00464	0.000142	-4.5	0.956846	-2.74	BACE2	beta-site APP-cleaving enzyme 2
236210_at	0.00468	0.000144	-4.49	0.946604	-2.75		
217187_at	0.00468	0.000144	-4.49	0.946289	-2.49	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
221707_s_at	0.00469	0.000144	-4.49	0.943758	-2.42	VPS53	VPS53, GARP complex subunit
244022_at	0.00469	0.000144	-4.49	0.943429	-2.02		
222562_s_at	0.00473	0.000146	-4.49	0.934216	-1.41	TNKS2	tankyrase 2
243005_at	0.00473	0.000146	-4.49	0.933835	-1.56		
215550_at	0.00474	0.000146	-4.48	0.930959	-2.62	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
214250_at	0.00474	0.000147	-4.48	0.925093	-2.94	NUMA1	nuclear mitotic apparatus protein 1
239758_at	0.00474	0.000147	-4.48	0.924823	-1.69		
203752_s_at	0.00474	0.000147	-4.48	0.924679	-1.39	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
1562416_at	0.00474	0.000147	-4.48	0.924522	-2.68		
244610_x_at	0.00475	0.000148	-4.48	0.922702	-1.69		
222378_at	0.00475	0.000148	-4.48	0.921197	-2.52		
240588_at	0.00475	0.000148	-4.48	0.920806	-2.31		
205197_s_at	0.00477	0.000148	-4.48	0.917077	-2.05	ATP7A	ATPase copper transporting alpha
219723_x_at	0.00478	0.000149	-4.48	0.913697	-1.84	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
244881_at	0.0048	0.00015	-4.48	0.908684	-1.29	LMLN	leishmanolysin like peptidase
243719_at	0.00481	0.00015	-4.48	0.907551	-2.51	STK19	serine/threonine kinase 19
206188_at	0.00481	0.00015	-4.47	0.906175	-1.23	ZNF623	zinc finger protein 623
223662_x_at	0.00481	0.00015	-4.47	0.90524	-1.55	DDX59	DEAD-box helicase 59
205194_at	0.00481	0.00015	-4.47	0.904848	-1.16	PSPH	phosphoserine phosphatase
238170_at	0.00482	0.000151	-4.47	0.901625	-2.36		
243025_at	0.00482	0.000151	-4.47	0.900662	-2.21		
240851_at	0.00484	0.000152	-4.47	0.894962	-2.56		
212831_at	0.00484	0.000152	-4.47	0.894372	-1.8	MEGF9	multiple EGF like domains 9
231533_at	0.00486	0.000153	-4.47	0.888649	-1.89		
205134_s_at	0.00486	0.000153	-4.47	0.888452	-1.84	NUFIP1	NUFIP1, FMR1 interacting protein 1
222620_s_at	0.00486	0.000153	-4.47	0.888377	-1.35	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1
232778_at	0.00486	0.000153	-4.47	0.887276	-2.01		
235374_at	0.00487	0.000153	-4.47	0.886169	-1.3		
239185_at	0.00487	0.000153	-4.47	0.885451	-1.73	ABCA9	ATP binding cassette subfamily A member 9
242260_at	0.00487	0.000154	-4.47	0.884745	-2.21	MATR3	matrin 3
1558426_x_at	0.00487	0.000154	-4.47	0.883702	-1.05	ORAI2	ORAI calcium release-activated calcium modulator 2
47550_at	0.00487	0.000154	-4.47	0.882217	-1.46	LZTS1	leucine zipper tumor suppressor 1
224851_at	0.00487	0.000154	-4.46	0.880655	-1.76	CDK6	cyclin dependent kinase 6
1566079_at	0.00487	0.000154	-4.46	0.880402	-2.29	RPS16P5	ribosomal protein S16 pseudogene 5
1552275_s_at	0.00487	0.000155	-4.46	0.877468	-2.32	PXK	PX domain containing serine/threonine kinase like
215693_x_at	0.00488	0.000155	-4.46	0.874177	-1.17	DDX27	DEAD-box helicase 27
45653_at	0.00489	0.000156	-4.46	0.871125	-1.39	KCTD13	potassium channel tetramerization domain containing 13
217070_at	0.00489	0.000156	-4.46	0.869067	-2.17	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
204075_s_at	0.00489	0.000156	-4.46	0.866806	-1.61	CEP104	centrosomal protein 104
1559529_at	0.0049	0.000157	-4.46	0.864597	-1.5	PTK2	protein tyrosine kinase 2
212553_at	0.0049	0.000157	-4.46	0.863658	-1.12	RPRD2	regulation of nuclear pre-mRNA domain containing 2
238447_at	0.0049	0.000157	-4.46	0.863479	-1.29	RBMS3	RNA binding motif single stranded interacting protein 3
41387_r_at	0.0049	0.000157	-4.46	0.862424	-1.32	KDM6B	lysine demethylase 6B
227099_s_at	0.0049	0.000157	-4.46	0.861957	-1.4	C11orf96	chromosome 11 open reading frame 96
232215_x_at	0.00491	0.000157	-4.46	0.860244	-1.71	PRR11	proline rich 11
230056_at	0.00491	0.000158	-4.46	0.860091	-1.19	BPTF	bromodomain PHD finger transcription factor
235567_at	0.00493	0.000159	-4.45	0.854138	-2.36	RORA	RAR related orphan receptor A
221695_s_at	0.00493	0.000159	-4.45	0.853846	-1.99	MAP3K2	mitogen-activated protein kinase kinase kinase 2
1564820_at	0.00493	0.000159	-4.45	0.853574	-3.05		
232169_x_at	0.00495	0.000159	-4.45	0.849052	-1.65	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
1561158_at	0.00495	0.00016	-4.45	0.847622	-2.9		
217603_at	0.00495	0.00016	-4.45	0.846207	-2.15	ATP6V0A2	ATPase H+ transporting V0 subunit a2
230607_at	0.00497	0.000161	-4.45	0.841094	-2.53		
213742_at	0.00498	0.000161	-4.45	0.837004	-1.64	SRSF11	serine and arginine rich splicing factor 11
230559_x_at	0.00499	0.000162	-4.45	0.836028	-1.02	FGD4	FYVE, RhoGEF and PH domain containing 4
243496_at	0.00499	0.000162	-4.45	0.834615	-3.29	RAB18	RAB18, member RAS oncogene family
232562_at	0.00501	0.000163	-4.44	0.82967	-1.1	OTUD7A	OTU deubiquitinase 7A
230200_at	0.00502	0.000163	-4.44	0.826939	-1.75	NSUN6	NOP2/Sun RNA methyltransferase family member 6
1564066_at	0.00503	0.000164	-4.44	0.824159	-2.28	TMEM151B	transmembrane protein 151B
1568680_s_at	0.00503	0.000164	-4.44	0.823138	-2.3	YTHDC2	YTH domain containing 2
233775_x_at	0.00506	0.000165	-4.44	0.81755	-1.37	LOC100289333	uncharacterized LOC100289333
214104_at	0.00506	0.000165	-4.44	0.816702	-1.72	GPR161	G protein-coupled receptor 161
236397_at	0.00507	0.000165	-4.44	0.813757	-2.19		
234282_at	0.00508	0.000166	-4.44	0.811272	-1.97		
230669_at	0.00508	0.000166	-4.44	0.810792	-1.05	RASA2	RAS p21 protein activator 2
217545_at	0.00509	0.000166	-4.43	0.807663	-2.33	MYH14	myosin, heavy chain 14, non-muscle
203898_at	0.00511	0.000167	-4.43	0.804511	-1.02	CRCP	CGRP receptor component
220109_at	0.00512	0.000167	-4.43	0.802022	-2.66	TF	transferrin
214782_at	0.00513	0.000168	-4.43	0.799625	-2.58	CTTN	cortactin
1552867_at	0.00513	0.000168	-4.43	0.799097	-2.36		
244805_at	0.00513	0.000168	-4.43	0.798367	-2.19		
210666_at	0.00513	0.000168	-4.43	0.79676	-1.78	IDS	iduronate 2-sulfatase
201683_x_at	0.00513	0.000168	-4.43	0.796737	-1.51	TOX4	TOX high mobility group box family member 4
1559060_a_at	0.00514	0.000169	-4.43	0.795581	-1.4	FNIP1	folliculin interacting protein 1
1562338_at	0.00514	0.000169	-4.43	0.794755	-2.15	MARCH1	membrane associated ring-CH-type finger 1
231743_at	0.00516	0.000169	-4.43	0.790196	-1.97	LOC101929777///WNT3	uncharacterized LOC101929777///Wnt family member 3
244890_at	0.00517	0.00017	-4.43	0.787148	-1.92		
220295_x_at	0.00517	0.00017	-4.43	0.787133	-2.38	DEPDC1	DEP domain containing 1
227772_at	0.00517	0.00017	-4.43	0.786567	-1.08	LATS1	large tumor suppressor kinase 1
33768_at	0.00518	0.000171	-4.42	0.783442	-1.22	DMWD	dystrophia myotonica, WD repeat containing
240018_at	0.00518	0.000171	-4.42	0.783403	-2.87		
210672_s_at	0.00519	0.000171	-4.42	0.781089	-1.08	NPRL3	NPR3 like, GATOR1 complex subunit
241843_at	0.00519	0.000171	-4.42	0.780089	-2.09	SNORA28///EIF5	small nucleolar RNA, H/ACA box 28///eukaryotic translation initiation factor 5
222911_s_at	0.00522	0.000172	-4.42	0.774446	-2.39	CXorf36	chromosome X open reading frame 36
240220_at	0.00522	0.000173	-4.42	0.773204	-2.55		
215698_at	0.00522	0.000173	-4.42	0.772476	-2.24	KDM5A	lysine demethylase 5A
232753_at	0.00522	0.000173	-4.42	0.772425	-1.8	ZNF346	zinc finger protein 346
241741_at	0.00523	0.000173	-4.42	0.770058	-1.89	CRLS1	cardiolipin synthase 1
1557385_at	0.00523	0.000173	-4.42	0.768777	-2.34	FAM161A	family with sequence similarity 161 member A
1561355_at	0.00523	0.000174	-4.42	0.767588	-2.03	LOC692247	uncharacterized LOC692247
1570160_at	0.00523	0.000174	-4.42	0.767209	-2.13		
214678_x_at	0.00525	0.000174	-4.42	0.763511	-1.32	ZFX	zinc finger protein, X-linked
236532_at	0.00525	0.000174	-4.42	0.762502	-1.15	C11orf87	chromosome 11 open reading frame 87
209318_x_at	0.00526	0.000175	-4.42	0.76035	-1.56	PLAGL1	PLAG1 like zinc finger 1
1563455_at	0.00526	0.000175	-4.42	0.759114	-1.69	SIK3	SIK family kinase 3
228722_at	0.00527	0.000176	-4.41	0.755263	-1.02	PRMT2	protein arginine methyltransferase 2
241228_at	0.00527	0.000176	-4.41	0.754881	-2.82		
205434_s_at	0.00529	0.000176	-4.41	0.7521	-1.45	AAK1	AP2 associated kinase 1
241065_x_at	0.00529	0.000177	-4.41	0.750806	-1.2	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
236063_at	0.00529	0.000177	-4.41	0.749873	-2.09		
240503_at	0.0053	0.000177	-4.41	0.746727	-3.08		
216072_at	0.00531	0.000178	-4.41	0.744175	-2.37	PRMT2	protein arginine methyltransferase 2
231719_at	0.00532	0.000179	-4.41	0.739258	-2.06	TOR1AIP2	torsin 1A interacting protein 2
207661_s_at	0.00532	0.000179	-4.41	0.738872	-2.21	SH3PXD2A	SH3 and PX domains 2A
225960_at	0.00534	0.000179	-4.41	0.735527	-2.15	ZNRF1	zinc and ring finger 1, E3 ubiquitin protein ligase
217713_x_at	0.00535	0.00018	-4.4	0.734065	-1.8		
217227_x_at	0.00537	0.000181	-4.4	0.727754	-2.32	IGLV1-44	immunoglobulin lambda variable 1-44
243341_at	0.00537	0.000181	-4.4	0.727671	-2.89		
236269_at	0.00538	0.000181	-4.4	0.725991	-1.84	ZNF628	zinc finger protein 628
233952_s_at	0.00538	0.000182	-4.4	0.724193	-1.45	ZBTB21	zinc finger and BTB domain containing 21
221705_s_at	0.00538	0.000182	-4.4	0.72358	-1.53	SIKE1	suppressor of IKBKE 1
207786_at	0.00538	0.000182	-4.4	0.723057	-2.51	CYP2R1	cytochrome P450 family 2 subfamily R member 1
230761_at	0.00539	0.000182	-4.4	0.721922	-1.15		
1562481_at	0.00539	0.000182	-4.4	0.720373	-1.3	PCBP1-AS1	PCBP1 antisense RNA 1
215067_x_at	0.00539	0.000182	-4.4	0.720134	-1.71	PRDX2	peroxiredoxin 2
35160_at	0.00539	0.000182	-4.4	0.71989	-2.25	LDB1	LIM domain binding 1
214693_x_at	0.00541	0.000183	-4.4	0.715182	-1.29	NBPF26///NBPF10///NBPF9///NBPF14	neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 14
202473_x_at	0.00542	0.000184	-4.4	0.712512	-1.71	HCFC1	host cell factor C1
216300_x_at	0.00542	0.000184	-4.4	0.711244	-2.08	RARA	retinoic acid receptor alpha
1563881_at	0.00544	0.000185	-4.39	0.708364	-2.76	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
1554089_s_at	0.00544	0.000185	-4.39	0.708258	-1.15	SBDSP1///SBDS	Shwachman-Bodian-Diamond syndrome pseudogene 1///SBDS ribosome assembly guanine nucleotide exchange factor
238716_at	0.00545	0.000185	-4.39	0.705081	-1.6	LOC100506990	uncharacterized LOC100506990
1557506_a_at	0.00546	0.000186	-4.39	0.70279	-1.99		
1560836_at	0.00548	0.000187	-4.39	0.697145	-2.34	LINC01241	long intergenic non-protein coding RNA 1241
225551_at	0.00548	0.000187	-4.39	0.697068	-1.89	CNST	consortin, connexin sorting protein
219019_at	0.00548	0.000187	-4.39	0.695208	-2.07	PIDD1	p53-induced death domain protein 1
244224_x_at	0.00549	0.000188	-4.39	0.692551	-1.81	LYNX1	Ly6/neurotoxin 1
203604_at	0.00549	0.000188	-4.39	0.692365	-1.18	ZNF516	zinc finger protein 516
229061_s_at	0.0055	0.000188	-4.39	0.69076	-2.05	SLC25A13	solute carrier family 25 member 13
202551_s_at	0.0055	0.000188	-4.39	0.690631	-1.18	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
207940_x_at	0.00553	0.000189	-4.38	0.684554	-2.14	CNR1	cannabinoid receptor 1
206784_at	0.00553	0.000189	-4.38	0.68338	-1.78	AQP8	aquaporin 8
212682_s_at	0.00554	0.00019	-4.38	0.680941	-1.72	LMF2	lipase maturation factor 2
203355_s_at	0.00554	0.00019	-4.38	0.68022	-1.11	PSD3	pleckstrin and Sec7 domain containing 3
227410_at	0.00554	0.00019	-4.38	0.678943	-1.78	FAM43A	family with sequence similarity 43 member A
223200_s_at	0.00554	0.00019	-4.38	0.678905	-1.27	LSG1	large 60S subunit nuclear export GTPase 1
232064_at	0.00555	0.000191	-4.38	0.677733	-2.37	FER	FER tyrosine kinase
236045_x_at	0.00557	0.000192	-4.38	0.672278	-1.19		
235525_at	0.00559	0.000193	-4.38	0.666847	-1.9		
224631_at	0.00559	0.000193	-4.38	0.666053	-1.85	ZFP91	ZFP91 zinc finger protein
244826_at	0.0056	0.000194	-4.38	0.663297	-1.58		
1569929_at	0.00565	0.000196	-4.37	0.652261	-2.62		
1561440_at	0.00567	0.000196	-4.37	0.64921	-1.95	LOC105378702	uncharacterized LOC105378702
241757_x_at	0.00567	0.000196	-4.37	0.648873	-1.29	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
238040_at	0.00567	0.000197	-4.37	0.648217	-1.94		
239748_x_at	0.00567	0.000197	-4.37	0.647893	-1.54	OCIAD1	OCIA domain containing 1
235120_at	0.00568	0.000197	-4.37	0.6446	-1.83	SEC22C	SEC22 homolog C, vesicle trafficking protein
210048_at	0.00568	0.000198	-4.37	0.643714	-1.3	NAPG	NSF attachment protein gamma
230332_at	0.00568	0.000198	-4.37	0.6426	-1.17	ZCCHC7	zinc finger CCHC-type containing 7
229496_at	0.00571	0.000199	-4.37	0.637878	-1.78	CLP1	cleavage and polyadenylation factor I subunit 1
201305_x_at	0.00571	0.000199	-4.37	0.636168	-1.38	ANP32B	acidic nuclear phosphoprotein 32 family member B
1568618_a_at	0.00572	0.000199	-4.36	0.634333	-1.19	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
233099_at	0.00572	0.0002	-4.36	0.634185	-1.21		
240768_x_at	0.00572	0.0002	-4.36	0.632931	-3.17		
239147_at	0.00573	0.0002	-4.36	0.631826	-1.31	ARSK	arylsulfatase family member K
216502_at	0.00575	0.000201	-4.36	0.625985	-2.14	ISG20L2	interferon stimulated exonuclease gene 20 like 2
240461_at	0.00575	0.000201	-4.36	0.625717	-1.95		
212556_at	0.00577	0.000203	-4.36	0.619689	-1.09	SCRIB	scribbled planar cell polarity protein
214783_s_at	0.00578	0.000203	-4.36	0.61614	-1.15	ANXA11	annexin A11
233302_at	0.00579	0.000204	-4.36	0.612233	-2.26		
57532_at	0.0058	0.000205	-4.35	0.609866	-1.12	DVL2	dishevelled segment polarity protein 2
1565823_at	0.00582	0.000206	-4.35	0.604141	-1.27	SEPT7	septin 7
243381_at	0.00585	0.000207	-4.35	0.597961	-3.16		
205529_s_at	0.00589	0.000209	-4.35	0.590406	-1.22	RUNX1T1	RUNX1 translocation partner 1
1569202_x_at	0.0059	0.000209	-4.35	0.587995	-1.5		
224559_at	0.0059	0.00021	-4.34	0.585741	-1.64	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
1562731_s_at	0.0059	0.00021	-4.34	0.585689	-2.15	MDS2	myelodysplastic syndrome 2 translocation associated
206652_at	0.0059	0.00021	-4.34	0.584269	-2.73	ZMYM5	zinc finger MYM-type containing 5
1564841_at	0.00593	0.000212	-4.34	0.578027	-1.17		
1556950_s_at	0.00593	0.000212	-4.34	0.577728	-2.06	SERPINB6	serpin family B member 6
217813_s_at	0.00593	0.000212	-4.34	0.57686	-1.32	SPIN1	spindlin 1
244345_at	0.00593	0.000212	-4.34	0.576702	-2.69	CADM1	cell adhesion molecule 1
202436_s_at	0.00594	0.000212	-4.34	0.574835	-1.22	CYP1B1	cytochrome P450 family 1 subfamily B member 1
1554678_s_at	0.00595	0.000213	-4.34	0.573131	-1.65	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
243648_at	0.00595	0.000213	-4.34	0.572679	-2.15	ZBED6	zinc finger BED-type containing 6
204863_s_at	0.00598	0.000214	-4.34	0.565529	-1.34	IL6ST	interleukin 6 signal transducer
212105_s_at	0.00599	0.000215	-4.34	0.563089	-2.7	DHX9	DEAH-box helicase 9
235577_at	0.00599	0.000215	-4.34	0.562936	-1.44	ZNF652	zinc finger protein 652
223937_at	0.006	0.000215	-4.33	0.561485	-2.74	FOXP1	forkhead box P1
227528_s_at	0.006	0.000215	-4.33	0.561025	-1.08	KMT2D	lysine methyltransferase 2D
212382_at	0.00601	0.000216	-4.33	0.559007	-1.39	TCF4	transcription factor 4
236354_at	0.00601	0.000216	-4.33	0.557809	-1.53		
1560798_at	0.00602	0.000216	-4.33	0.556647	-2.66		
1557738_at	0.00605	0.000218	-4.33	0.550887	-1.2		
243561_at	0.00606	0.000218	-4.33	0.548917	-1.72		
234981_x_at	0.00607	0.000219	-4.33	0.546495	-1.54	CMBL	carboxymethylenebutenolidase homolog
229483_at	0.00612	0.000221	-4.32	0.535492	-1.48		
222688_at	0.00613	0.000222	-4.32	0.533	-1.01	ACER3	alkaline ceramidase 3
1566785_x_at	0.00617	0.000224	-4.32	0.525149	-1.48	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
232179_at	0.00618	0.000224	-4.32	0.523664	-1.7	LOC158863	uncharacterized LOC158863
205330_at	0.00619	0.000225	-4.32	0.520641	-2.07	MN1	MN1 proto-oncogene, transcriptional regulator
214075_at	0.00624	0.000226	-4.31	0.513122	-1.31	NENF	neudesin neurotrophic factor
238940_at	0.00629	0.000229	-4.31	0.504296	-1.64	KLF12	Kruppel like factor 12
235926_at	0.00632	0.00023	-4.31	0.497984	-1.95	ANAPC5	anaphase promoting complex subunit 5
232125_at	0.00634	0.000231	-4.31	0.493473	-1.98	ZBTB20	zinc finger and BTB domain containing 20
1558842_at	0.00634	0.000232	-4.31	0.492076	-2.32		
232648_at	0.00635	0.000232	-4.31	0.490404	-2.47	PSMA3	proteasome subunit alpha 3
1564378_a_at	0.00635	0.000232	-4.31	0.489971	-2.03		
229293_at	0.00635	0.000232	-4.31	0.4898	-1.41		
212322_at	0.00635	0.000232	-4.31	0.489106	-1.1	SGPL1	sphingosine-1-phosphate lyase 1
213026_at	0.00635	0.000232	-4.31	0.489072	-1.04	ATG12	autophagy related 12
202660_at	0.00636	0.000233	-4.3	0.486471	-1.91	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
219387_at	0.00637	0.000233	-4.3	0.484701	-1.93	CCDC88A	coiled-coil domain containing 88A
212119_at	0.00637	0.000234	-4.3	0.482904	-1.17	RHOQ	ras homolog family member Q
207719_x_at	0.00637	0.000234	-4.3	0.482297	-1.01	CEP170P1///CEP170	centrosomal protein 170 pseudogene 1///centrosomal protein 170
232135_at	0.0064	0.000235	-4.3	0.47644	-1.6	SAP30L	SAP30 like
212239_at	0.0064	0.000236	-4.3	0.475281	-1.08	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
242916_at	0.0064	0.000236	-4.3	0.475178	-2.35	CNTRL	centriolin
203129_s_at	0.00641	0.000236	-4.3	0.473762	-1.04	KIF5C	kinesin family member 5C
239811_at	0.00641	0.000236	-4.3	0.473705	-1.67		
216563_at	0.00643	0.000237	-4.3	0.467817	-1.08	ANKRD12	ankyrin repeat domain 12
233196_at	0.00644	0.000238	-4.3	0.465559	-2.01		
213394_at	0.00645	0.000239	-4.29	0.463558	-1.34	MAPKBP1	mitogen-activated protein kinase binding protein 1
232221_x_at	0.00646	0.000239	-4.29	0.461658	-1.1	RSBN1L	round spermatid basic protein 1 like
217299_s_at	0.00647	0.00024	-4.29	0.456475	-2.42	NBN	nibrin
223195_s_at	0.00649	0.000241	-4.29	0.452589	-1.67	SESN2	sestrin 2
238851_at	0.00649	0.000241	-4.29	0.452286	-2.0	ANKRD13A	ankyrin repeat domain 13A
1559436_x_at	0.0065	0.000242	-4.29	0.450484	-1.7		
242700_at	0.0065	0.000242	-4.29	0.449191	-2.9	PON2	paraoxonase 2
228266_s_at	0.0065	0.000242	-4.29	0.449109	-1.91	HDGFRP3	hepatoma-derived growth factor, related protein 3
234588_at	0.0065	0.000242	-4.29	0.448532	-2.14		
1556964_s_at	0.0065	0.000243	-4.29	0.447367	-2.28		
1554171_at	0.00651	0.000243	-4.29	0.446438	-1.08	ZMYM3	zinc finger MYM-type containing 3
1555845_at	0.00652	0.000243	-4.29	0.443852	-1.41		
226310_at	0.00655	0.000245	-4.28	0.436878	-1.78	RICTOR	RPTOR independent companion of MTOR complex 2
237497_at	0.00655	0.000245	-4.28	0.436471	-2.21		
230018_at	0.00656	0.000246	-4.28	0.433232	-2.04	DPP9	dipeptidyl peptidase 9
1562062_at	0.0066	0.000248	-4.28	0.426976	-1.71		
215592_at	0.0066	0.000248	-4.28	0.426525	-2.1		
216006_at	0.00661	0.000249	-4.28	0.423037	-1.7		
1553639_a_at	0.00662	0.000249	-4.28	0.421789	-1.54	PPARGC1B	PPARG coactivator 1 beta
1558027_s_at	0.00663	0.00025	-4.28	0.419169	-1.65	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
1560926_at	0.00666	0.000251	-4.27	0.41303	-3.11		
244818_at	0.00673	0.000254	-4.27	0.403267	-1.76	ZNF780B	zinc finger protein 780B
201927_s_at	0.00673	0.000254	-4.27	0.40278	-1.63	PKP4	plakophilin 4
208054_at	0.00673	0.000254	-4.27	0.402382	-3.01	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
1555105_a_at	0.00674	0.000255	-4.27	0.399022	-1.95	MIER1	MIER1 transcriptional regulator
