ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
200628_s_at	0.0295	0.00263	3.35	-1.811307	2.1	WARS	tryptophanyl-tRNA synthetase
230656_s_at	0.0297	0.00266	3.34	-1.822033	1.78	UTP4	UTP4, small subunit processome component
211997_x_at	0.0301	0.00271	3.33	-1.839185	1.16	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
201330_at	0.0301	0.00272	3.33	-1.841364	1.03	RARS	arginyl-tRNA synthetase
213008_at	0.0302	0.00273	3.33	-1.846092	1.54	FANCI	Fanconi anemia complementation group I
242999_at	0.0303	0.00274	3.33	-1.849828	1.15	ARHGEF7	Rho guanine nucleotide exchange factor 7
221598_s_at	0.0303	0.00274	3.33	-1.850539	1.93	MED27	mediator complex subunit 27
210896_s_at	0.0303	0.00275	3.33	-1.851899	1.31	ASPH	aspartate beta-hydroxylase
222821_s_at	0.0304	0.00276	3.33	-1.855426	1.07	GEMIN7	gem nuclear organelle associated protein 7
209163_at	0.0304	0.00277	3.33	-1.857778	1.62	CYB561	cytochrome b561
202730_s_at	0.0305	0.00278	3.32	-1.86296	1.29	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
201257_x_at	0.0306	0.00279	3.32	-1.864819	1.13	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
224368_s_at	0.0309	0.00283	3.32	-1.878016	2.17	NDRG3	NDRG family member 3
213685_at	0.0309	0.00283	3.32	-1.878549	1.76	TCEB3-AS1	TCEB3 antisense RNA 1
200001_at	0.0309	0.00283	3.32	-1.880065	1.0	CAPNS1	calpain small subunit 1
209452_s_at	0.031	0.00283	3.32	-1.881078	1.08	VTI1B	vesicle transport through interaction with t-SNAREs 1B
227448_at	0.031	0.00284	3.32	-1.881895	1.06	ARGLU1	arginine and glutamate rich 1
201529_s_at	0.031	0.00284	3.31	-1.882527	1.97	RPA1	replication protein A1
201543_s_at	0.0313	0.00288	3.31	-1.89498	1.43	SAR1A	secretion associated Ras related GTPase 1A
203537_at	0.0313	0.00288	3.31	-1.896951	1.04	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
225586_at	0.0313	0.00288	3.31	-1.897203	1.45	DPH7	diphthamide biosynthesis 7
203192_at	0.0313	0.00289	3.31	-1.899815	1.06	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
203785_s_at	0.0313	0.00289	3.31	-1.899921	1.98	DDX28	DEAD-box helicase 28
225144_at	0.0313	0.0029	3.31	-1.900808	1.09	BMPR2	bone morphogenetic protein receptor type 2
213889_at	0.0313	0.0029	3.31	-1.90183	1.57	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
233558_s_at	0.0314	0.0029	3.31	-1.903206	1.15	TRAPPC11	trafficking protein particle complex 11
216194_s_at	0.0314	0.0029	3.31	-1.903473	1.23	TBCB	tubulin folding cofactor B
209192_x_at	0.0314	0.00291	3.31	-1.905276	1.59	KAT5	lysine acetyltransferase 5
216231_s_at	0.0315	0.00292	3.3	-1.910353	1.76	B2M	beta-2-microglobulin
204050_s_at	0.0315	0.00293	3.3	-1.910646	1.04	CLTA	clathrin light chain A
209857_s_at	0.0315	0.00293	3.3	-1.91082	1.72	SPHK2	sphingosine kinase 2
65585_at	0.0316	0.00294	3.3	-1.915341	1.65	FAM86DP///FAM86B2///FAM86FP///FAM86B1///FAM86C1	family with sequence similarity 86, member D, pseudogene///family with sequence similarity 86 member B2///family with sequence similarity 86, member A pseudogene///family with sequence similarity 86 member B1///family with sequence similarity 86 member C1
219882_at	0.0321	0.00299	3.29	-1.931465	1.64	TTLL7	tubulin tyrosine ligase like 7
211700_s_at	0.0321	0.00299	3.29	-1.932454	1.73	TRO	trophinin
229654_at	0.0321	0.003	3.29	-1.935015	1.09		
227926_s_at	0.0321	0.003	3.29	-1.935308	1.31	NBPF20	neuroblastoma breakpoint family member 20
200637_s_at	0.0322	0.00301	3.29	-1.938146	1.55	PTPRF	protein tyrosine phosphatase, receptor type F
200022_at	0.0322	0.00302	3.29	-1.940434	1.09	RPL18	ribosomal protein L18
200709_at	0.0323	0.00303	3.29	-1.943096	1.01	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A
201241_at	0.0324	0.00304	3.29	-1.94645	1.28	DDX1	DEAD/H-box helicase 1
225736_at	0.0325	0.00306	3.29	-1.951445	1.37	FBXO22	F-box protein 22
201114_x_at	0.0325	0.00306	3.28	-1.951799	1.56	PSMA7	proteasome subunit alpha 7
201922_at	0.0325	0.00307	3.28	-1.954338	1.25	NSA2	NSA2, ribosome biogenesis homolog
217990_at	0.0326	0.00307	3.28	-1.956464	1.3	GMPR2	guanosine monophosphate reductase 2
201050_at	0.0326	0.00308	3.28	-1.957672	1.06	PLD3	phospholipase D family member 3
217114_at	0.0326	0.00308	3.28	-1.957931	1.55	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
206284_x_at	0.0326	0.00308	3.28	-1.959315	1.05	CLTB	clathrin light chain B
202019_s_at	0.0326	0.00308	3.28	-1.959605	1.51	LANCL1	LanC like 1
223550_s_at	0.0327	0.00309	3.28	-1.960674	1.49	CA10	carbonic anhydrase 10
226195_at	0.0328	0.0031	3.28	-1.965623	1.38	IFT43	intraflagellar transport 43
201742_x_at	0.0328	0.00311	3.28	-1.966594	1.34	SRSF1	serine and arginine rich splicing factor 1
208817_at	0.0328	0.00311	3.28	-1.968048	1.49	COMT	catechol-O-methyltransferase
40189_at	0.0329	0.00313	3.28	-1.973907	1.13	SETSIP///SET	SET-like protein///SET nuclear proto-oncogene
231348_s_at	0.0332	0.00317	3.27	-1.987027	1.13	LMO3	LIM domain only 3
225950_at	0.0334	0.0032	3.27	-1.99397	1.14	SAMD8	sterile alpha motif domain containing 8
229290_at	0.0334	0.0032	3.27	-1.99426	1.9	DAPL1	death associated protein like 1
235040_at	0.0334	0.0032	3.27	-1.995667	1.35	RUNDC1	RUN domain containing 1
238540_at	0.0336	0.00323	3.26	-2.001969	1.32	LOC101928623///LOC401320	uncharacterized LOC101928623///uncharacterized LOC401320
205761_s_at	0.0336	0.00323	3.26	-2.004163	2.14	DUS4L	dihydrouridine synthase 4 like
213626_at	0.0336	0.00323	3.26	-2.004436	1.07	CBR4	carbonyl reductase 4
203201_at	0.0337	0.00325	3.26	-2.008512	1.85	PMM2	phosphomannomutase 2
225129_at	0.0337	0.00325	3.26	-2.010082	1.33	CPNE2	copine 2
232214_x_at	0.0337	0.00326	3.26	-2.010567	1.18	ZNF554	zinc finger protein 554
208652_at	0.0338	0.00326	3.26	-2.013123	1.08	PPP2CA	protein phosphatase 2 catalytic subunit alpha
213606_s_at	0.0338	0.00327	3.26	-2.014099	2.17	ARHGDIA	Rho GDP dissociation inhibitor alpha
223206_s_at	0.0339	0.00328	3.26	-2.018245	1.33	NMRAL1	NmrA like redox sensor 1
218282_at	0.0339	0.00329	3.26	-2.020048	1.57	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
205086_s_at	0.034	0.00329	3.25	-2.020698	1.65	NCAPH2	non-SMC condensin II complex subunit H2
210638_s_at	0.034	0.0033	3.25	-2.022206	1.01	FBXO9	F-box protein 9
1553565_s_at	0.034	0.00331	3.25	-2.025302	1.39	DDAH1	dimethylarginine dimethylaminohydrolase 1
211537_x_at	0.034	0.00331	3.25	-2.02561	1.7	MAP3K7	mitogen-activated protein kinase kinase kinase 7
212242_at	0.0345	0.00337	3.24	-2.044024	1.23	TUBA4A	tubulin alpha 4a
209314_s_at	0.0347	0.0034	3.24	-2.051643	1.72	HBS1L	HBS1 like translational GTPase
208736_at	0.0348	0.00341	3.24	-2.054706	1.07	ARPC3	actin related protein 2/3 complex subunit 3
204300_at	0.0349	0.00344	3.24	-2.062812	1.41	GATB	glutamyl-tRNA amidotransferase subunit B
212391_x_at	0.035	0.00346	3.24	-2.06614	1.22	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
217882_at	0.0353	0.0035	3.23	-2.077278	1.26	EMC3	ER membrane protein complex subunit 3
224967_at	0.0354	0.00352	3.23	-2.082352	1.0	UGCG	UDP-glucose ceramide glucosyltransferase
213550_s_at	0.0356	0.00356	3.22	-2.092747	1.86	TMCO6///IK	transmembrane and coiled-coil domains 6///IK cytokine, down-regulator of HLA II
223515_s_at	0.0359	0.0036	3.22	-2.104348	1.08	COQ3	coenzyme Q3, methyltransferase
221797_at	0.036	0.00361	3.22	-2.106374	1.45	OXLD1	oxidoreductase like domain containing 1
201729_s_at	0.036	0.00361	3.22	-2.106577	1.05	KIAA0100	KIAA0100
202753_at	0.036	0.00361	3.22	-2.107418	1.29	PSMD6	proteasome 26S subunit, non-ATPase 6
220199_s_at	0.0361	0.00363	3.21	-2.112469	1.3	AIDA	axin interactor, dorsalization associated
233892_at	0.0362	0.00364	3.21	-2.1153	1.69	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B
209793_at	0.0362	0.00364	3.21	-2.115368	1.52	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
1556263_s_at	0.0362	0.00365	3.21	-2.118165	1.92	LOC101928818///PWRN1	uncharacterized LOC101928818///Prader-Willi region non-protein coding RNA 1
213142_x_at	0.0364	0.00368	3.21	-2.124846	1.11	GSAP	gamma-secretase activating protein
214760_at	0.0365	0.0037	3.21	-2.129236	1.14	ZNF337	zinc finger protein 337
220415_at	0.0365	0.0037	3.21	-2.129862	1.94	FPGT-TNNI3K///TNNI3K	FPGT-TNNI3K readthrough///TNNI3 interacting kinase
226276_at	0.0367	0.00373	3.2	-2.13702	1.64	TMEM167A	transmembrane protein 167A
211755_s_at	0.0368	0.00375	3.2	-2.14243	1.09	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1
221828_s_at	0.0371	0.00379	3.2	-2.152194	1.55	MVB12B	multivesicular body subunit 12B
228968_at	0.0372	0.00381	3.19	-2.157882	1.33	ZNF449	zinc finger protein 449
213710_s_at	0.0374	0.00384	3.19	-2.164031	1.61	CALM1	calmodulin 1
208909_at	0.0376	0.00387	3.19	-2.171589	1.35	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
201504_s_at	0.0376	0.00387	3.19	-2.172109	1.81	TSN	translin
219485_s_at	0.0376	0.00387	3.19	-2.172469	1.13	PSMD10	proteasome 26S subunit, non-ATPase 10
200604_s_at	0.0377	0.00388	3.19	-2.174364	1.06	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
223251_s_at	0.0378	0.0039	3.19	-2.179189	1.0	ANKRD10	ankyrin repeat domain 10
208833_s_at	0.0378	0.0039	3.19	-2.179574	1.07	ATXN10	ataxin 10
202949_s_at	0.0378	0.0039	3.19	-2.179824	1.04	FHL2	four and a half LIM domains 2
208791_at	0.0379	0.00392	3.18	-2.184504	1.52	CLU	clusterin
213887_s_at	0.0379	0.00392	3.18	-2.185035	1.7	POLR2E	RNA polymerase II subunit E
224914_s_at	0.0383	0.00398	3.18	-2.197811	1.11	SARNP	SAP domain containing ribonucleoprotein
200908_s_at	0.0384	0.00399	3.18	-2.199823	1.42	RPLP2	ribosomal protein lateral stalk subunit P2
201523_x_at	0.0385	0.004	3.17	-2.203852	1.99	UBE2N	ubiquitin conjugating enzyme E2 N
200820_at	0.0385	0.00402	3.17	-2.206979	1.74	PSMD8	proteasome 26S subunit, non-ATPase 8
219100_at	0.0387	0.00404	3.17	-2.212511	1.36	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1
219583_s_at	0.0387	0.00405	3.17	-2.213332	1.36	SPATA7	spermatogenesis associated 7
218865_at	0.0387	0.00405	3.17	-2.214608	1.63	MARC1	mitochondrial amidoxime reducing component 1
211272_s_at	0.0388	0.00406	3.17	-2.216392	1.58	DGKA	diacylglycerol kinase alpha
203605_at	0.0389	0.00408	3.17	-2.221922	1.21	SRP54	signal recognition particle 54
209825_s_at	0.0391	0.00411	3.16	-2.228429	1.53	MIR3658///UCK2	microRNA 3658///uridine-cytidine kinase 2
208810_at	0.0392	0.00412	3.16	-2.231269	1.3	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
204321_at	0.0392	0.00413	3.16	-2.231568	1.4	NEO1	neogenin 1
225550_at	0.0392	0.00413	3.16	-2.231606	1.01	CNST	consortin, connexin sorting protein
205117_at	0.0393	0.00414	3.16	-2.234354	1.04	FGF1	fibroblast growth factor 1
200739_s_at	0.0394	0.00416	3.16	-2.239006	1.24	SUMO3	small ubiquitin-like modifier 3
204125_at	0.0395	0.00416	3.16	-2.240129	1.09	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
214438_at	0.0397	0.0042	3.15	-2.248955	1.31	HLX	H2.0 like homeobox
209222_s_at	0.0397	0.00421	3.15	-2.249421	1.44	OSBPL2	oxysterol binding protein like 2
207494_s_at	0.0398	0.00421	3.15	-2.25119	1.43	ZNF76	zinc finger protein 76
226800_at	0.0398	0.00422	3.15	-2.251513	1.02	EFCAB7	EF-hand calcium binding domain 7
227944_at	0.04	0.00426	3.15	-2.261873	1.11	PTPN3	protein tyrosine phosphatase, non-receptor type 3
1556148_s_at	0.0405	0.00433	3.14	-2.276134	1.02	LOC105377832	uncharacterized LOC105377832
202025_x_at	0.0406	0.00434	3.14	-2.278746	1.06	ACAA1	acetyl-CoA acyltransferase 1
241389_at	0.0406	0.00435	3.14	-2.280103	1.16	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
203031_s_at	0.0407	0.00435	3.14	-2.281671	1.14	UROS	uroporphyrinogen III synthase
221185_s_at	0.0407	0.00436	3.14	-2.28281	1.93	IQCG	IQ motif containing G
218118_s_at	0.0407	0.00436	3.14	-2.282819	1.18	TIMM23B///TIMM23	translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23
204953_at	0.0408	0.00439	3.14	-2.289167	1.01	SNAP91	synaptosome associated protein 91
208708_x_at	0.0409	0.00439	3.14	-2.289809	1.11	EIF5	eukaryotic translation initiation factor 5
202785_at	0.0409	0.0044	3.14	-2.292405	1.74	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
202567_at	0.0409	0.0044	3.14	-2.292448	1.05	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
214359_s_at	0.041	0.00442	3.13	-2.295267	2.24	HSP90AB1	heat shock protein 90 alpha family class B member 1
227048_at	0.0411	0.00443	3.13	-2.297936	1.49	LAMA1	laminin subunit alpha 1
223610_at	0.0411	0.00443	3.13	-2.297952	1.57	SEMA5B	semaphorin 5B
222209_s_at	0.0413	0.00448	3.13	-2.307906	1.13	TMEM135	transmembrane protein 135
212563_at	0.0415	0.00451	3.13	-2.314226	1.77	MIR7112///BOP1	microRNA 7112///block of proliferation 1
218163_at	0.0415	0.00451	3.13	-2.314276	1.67	MCTS1	MCTS1, re-initiation and release factor
214432_at	0.0415	0.00451	3.13	-2.314849	1.04	LOC101927137///ATP1A3	uncharacterized LOC101927137///ATPase Na+/K+ transporting subunit alpha 3
200978_at	0.0415	0.00451	3.13	-2.315144	1.44	MDH1	malate dehydrogenase 1
220999_s_at	0.0416	0.00453	3.12	-2.318203	1.23	CYFIP2	cytoplasmic FMR1 interacting protein 2
209570_s_at	0.0416	0.00454	3.12	-2.320219	1.08	NSG1	neuron specific gene family member 1
207783_x_at	0.0416	0.00454	3.12	-2.32025	1.26	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
210222_s_at	0.0417	0.00456	3.12	-2.324002	1.12	RTN1	reticulon 1
229917_at	0.0418	0.00457	3.12	-2.327286	1.29	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
207622_s_at	0.0418	0.00459	3.12	-2.330071	1.77	ABCF2	ATP binding cassette subfamily F member 2
224334_s_at	0.042	0.00461	3.12	-2.334719	1.37	MRPL51///SPTLC1	mitochondrial ribosomal protein L51///serine palmitoyltransferase long chain base subunit 1
207853_s_at	0.042	0.00462	3.12	-2.33664	1.6	SNCB	synuclein beta
225149_at	0.0422	0.00465	3.11	-2.343687	1.86	PCID2	PCI domain containing 2
229128_s_at	0.0425	0.00469	3.11	-2.351103	1.38	ANP32E	acidic nuclear phosphoprotein 32 family member E
211877_s_at	0.0426	0.00471	3.11	-2.354102	1.66	PCDHGA11///PCDHGC3	protocadherin gamma subfamily A, 11///protocadherin gamma subfamily C, 3
1562352_at	0.0426	0.00472	3.11	-2.356252	1.81	LOC101928583	uncharacterized LOC101928583
81737_at	0.0429	0.00477	3.1	-2.366668	1.41	LOC100505915	uncharacterized LOC100505915
208121_s_at	0.043	0.00478	3.1	-2.367988	1.12	PTPRO	protein tyrosine phosphatase, receptor type O
203527_s_at	0.043	0.00478	3.1	-2.369133	1.32	APC	APC, WNT signaling pathway regulator
217881_s_at	0.043	0.00478	3.1	-2.369358	1.59	CDC27	cell division cycle 27
221432_s_at	0.0434	0.00485	3.1	-2.382482	1.03	SLC25A28	solute carrier family 25 member 28
223811_s_at	0.0436	0.00488	3.09	-2.387478	1.61	GET4///SUN1	golgi to ER traffic protein 4///Sad1 and UNC84 domain containing 1
235389_at	0.0436	0.00488	3.09	-2.387603	1.7	PHF20	PHD finger protein 20
216520_s_at	0.0438	0.00491	3.09	-2.393918	1.38	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
202232_s_at	0.0439	0.00493	3.09	-2.396524	1.07	EIF3M	eukaryotic translation initiation factor 3 subunit M
203207_s_at	0.0439	0.00494	3.09	-2.398492	1.4	MTFR1	mitochondrial fission regulator 1
1555831_s_at	0.0444	0.005	3.08	-2.411017	1.1	LRRC41	leucine rich repeat containing 41
242372_s_at	0.0444	0.00502	3.08	-2.413507	1.25	MFSD4A	major facilitator superfamily domain containing 4A
220520_s_at	0.0445	0.00503	3.08	-2.415326	1.82	NUP62CL	nucleoporin 62 C-terminal like
235313_at	0.0445	0.00504	3.08	-2.417328	1.63	NRAP	nebulin related anchoring protein
205164_at	0.0447	0.00507	3.08	-2.422644	1.31	GCAT	glycine C-acetyltransferase
212282_at	0.0449	0.0051	3.07	-2.428615	1.05	TMEM97	transmembrane protein 97
220504_at	0.0449	0.0051	3.07	-2.428638	1.74	KERA	keratocan
219830_at	0.0453	0.00515	3.07	-2.437405	1.43	RAI1	retinoic acid induced 1
200795_at	0.0453	0.00516	3.07	-2.4393	1.05	SPARCL1	SPARC like 1
208633_s_at	0.0455	0.00519	3.07	-2.445239	1.53	MACF1	microtubule-actin crosslinking factor 1
228671_at	0.0455	0.00519	3.07	-2.445803	1.33	TMEM201	transmembrane protein 201
203829_at	0.0456	0.00522	3.07	-2.450157	1.19	ELP4	elongator acetyltransferase complex subunit 4
214762_at	0.0457	0.00522	3.06	-2.451032	1.12	ATP6V1G2	ATPase H+ transporting V1 subunit G2
234376_at	0.0458	0.00525	3.06	-2.456002	1.66	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
242976_at	0.046	0.00528	3.06	-2.460413	1.72		
200676_s_at	0.0461	0.00529	3.06	-2.462535	1.01	UBE2L3	ubiquitin conjugating enzyme E2 L3
218383_at	0.0461	0.0053	3.06	-2.464892	1.61	MIR4707///HAUS4	microRNA 4707///HAUS augmin like complex subunit 4
221462_x_at	0.0462	0.00531	3.06	-2.466987	1.38	KLK15	kallikrein related peptidase 15
234873_x_at	0.0462	0.00531	3.06	-2.467003	1.13	SNORD24///SNORD36A///SNORD36B///RPL7A	small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a
218375_at	0.0464	0.00536	3.05	-2.475308	1.21	NUDT9	nudix hydrolase 9
227126_at	0.0465	0.00539	3.05	-2.48018	1.12	PTPRG	protein tyrosine phosphatase, receptor type G
219486_at	0.0466	0.0054	3.05	-2.48213	1.29	DUS2	dihydrouridine synthase 2
201832_s_at	0.0466	0.00541	3.05	-2.482912	1.06	USO1	USO1 vesicle transport factor
231269_at	0.0466	0.00541	3.05	-2.483093	1.14	ASCC3	activating signal cointegrator 1 complex subunit 3
226907_at	0.0467	0.00543	3.05	-2.486582	1.17	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C
213653_at	0.0467	0.00543	3.05	-2.4877	1.48	METTL3	methyltransferase like 3
212373_at	0.0467	0.00544	3.05	-2.487807	1.0	FEM1B	fem-1 homolog B
220281_at	0.0468	0.00544	3.05	-2.488437	1.89	SLC12A1	solute carrier family 12 member 1
217457_s_at	0.0469	0.00546	3.05	-2.491841	1.82	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
225538_at	0.0469	0.00546	3.05	-2.491993	1.29	ZCCHC9	zinc finger CCHC-type containing 9
217848_s_at	0.0469	0.00546	3.05	-2.49204	1.03	PPA1	pyrophosphatase (inorganic) 1
224957_at	0.0469	0.00546	3.05	-2.492455	1.0	RPL17-C18orf32///C18orf32///RPL17	RPL17-C18orf32 readthrough///chromosome 18 open reading frame 32///ribosomal protein L17
200036_s_at	0.0475	0.00557	3.04	-2.509774	1.07	RPL10A	ribosomal protein L10a
212096_s_at	0.0477	0.00559	3.04	-2.514487	1.53	MTUS1	microtubule associated tumor suppressor 1
235038_at	0.0477	0.0056	3.04	-2.515063	1.72	KRR1	KRR1, small subunit processome component homolog
206619_at	0.0478	0.00561	3.04	-2.516869	1.4	DKK4	dickkopf WNT signaling pathway inhibitor 4
211500_at	0.0479	0.00562	3.03	-2.51909	1.52	MAPK11	mitogen-activated protein kinase 11
204723_at	0.0479	0.00562	3.03	-2.519376	1.24	SCN3B	sodium voltage-gated channel beta subunit 3
230053_at	0.048	0.00564	3.03	-2.522049	1.54		
233971_at	0.048	0.00564	3.03	-2.522795	1.45	FAM166A	family with sequence similarity 166 member A
206710_s_at	0.0482	0.00568	3.03	-2.527808	1.74	EPB41L3	erythrocyte membrane protein band 4.1 like 3
205732_s_at	0.0482	0.00569	3.03	-2.529409	1.94	NCOA2	nuclear receptor coactivator 2
218944_at	0.0483	0.00571	3.03	-2.534157	1.57	PYCRL	pyrroline-5-carboxylate reductase-like
232392_at	0.0486	0.00577	3.02	-2.543588	1.75	SRSF3	serine and arginine rich splicing factor 3
200099_s_at	0.0486	0.00578	3.02	-2.544988	1.12	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
224627_at	0.0486	0.00578	3.02	-2.544998	1.03	GBA2	glucosylceramidase beta 2
242003_at	0.0486	0.00579	3.02	-2.545616	1.54	ERICH1	glutamate rich 1
211585_at	0.0488	0.00581	3.02	-2.549247	1.56	NPAT	nuclear protein, coactivator of histone transcription
1568603_at	0.0488	0.00581	3.02	-2.549714	1.13	CADPS	calcium dependent secretion activator
219634_at	0.049	0.00585	3.02	-2.555181	1.35	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11
217747_s_at	0.0491	0.00587	3.02	-2.558844	1.21	RPS9	ribosomal protein S9
217785_s_at	0.0492	0.00589	3.01	-2.562292	1.84	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
209849_s_at	0.0493	0.00591	3.01	-2.565369	1.29	RAD51C	RAD51 paralog C
238461_at	0.0494	0.00592	3.01	-2.566454	1.6	EIF4E3	eukaryotic translation initiation factor 4E family member 3
223002_s_at	0.0497	0.00598	3.01	-2.576607	1.62	XRN2	5'-3' exoribonuclease 2
211676_s_at	0.0498	0.00599	3.01	-2.57844	1.05	IFNGR1	interferon gamma receptor 1
